# z       n       a         bedata          beldv       beldv+sa     beldv+sa+c       beldfull          error        sn_data  sn_liquiddrop          error
  5      12    17.0      5.2664588      15.490000      8.7890614      8.4007222      4.5688883     0.69757050
  6       2    8.00      3.0992500      15.490000      6.8750000      5.3472500    -0.30275000      3.4020000
  6       3    9.00      4.3375889      15.490000      7.2066800      5.9009634      3.3898522     0.94773664
  6       4    10.0      6.0320400      15.490000      7.4925424      6.3579525      5.4539525     0.57808753
  6       5    11.0      6.6763727      15.490000      7.7426285      6.7434371      6.5566602     0.11971252
  6       6    12.0      7.6801417      15.490000      7.9641043      7.0743626      7.0743626     0.60577907
  6       7    13.0      7.4698462      15.490000      8.1622469      7.3625702      7.2288424     0.24100380
  6       8    14.0      7.5203214      15.490000      8.3410444      7.6166059      7.1553814     0.36494007
  6       9    15.0      7.1001667      15.490000      8.5035773      7.8428069      6.9388069     0.16135978
  6      10    16.0      6.9220562      15.490000      8.6522700      8.0459820      6.6334820     0.28857427
  6      11    17.0      6.5580059      15.490000      8.7890614      8.2298530      6.2748357     0.28317019
  6      12    18.0      6.4261167      15.490000      8.9155245      8.3973506      5.8862394     0.53987722
  6      13    19.0      6.1182579      15.490000      9.0329511      8.5508174      5.4832274     0.63503053
  6      14    20.0      5.9587350      15.490000      9.1424137      8.6921514      5.0761514     0.88258360
  7       3    10.0      3.6436600      15.490000      7.4925424      5.9482394      2.3322394      1.3114206
  7       4    11.0      5.3640455      15.490000      7.7426285      6.3826179      4.7016262     0.66241924
  7       5    12.0      6.1701083      15.490000      7.9641043      6.7530670      6.1252892    0.044819133
  7       6    13.0      7.2388615      15.490000      8.1622469      7.0737980      6.9400702     0.29879135
  7       7    14.0      7.4756143      15.490000      8.3410444      7.3550030      7.3550030     0.12061125
  7       8    15.0      7.6994600      15.490000      8.5035773      7.6041953      7.5037509     0.19570910
  7       9    16.0      7.3738125      15.490000      8.6522700      7.8270446      7.4739196     0.10010715
  7      10    17.0      7.2862294      15.490000      8.7890614      8.0279166      7.3241104    0.037880970
  7      11    18.0      7.0385611      15.490000      8.9155245      8.2102322      7.0941828    0.055621677
  7      12    19.0      6.9485053      15.490000      9.0329511      8.3767136      6.8116166     0.13688866
  7      13    20.0      6.7092400      15.490000      9.1424137      8.5295567      6.4955567     0.21368333
  7      14    21.0      6.6081000      15.490000      9.2448121      8.6705544      6.1594433     0.44865671
  7      15    22.0      6.3660864      15.490000      9.3409072      8.8011866      5.8127569     0.55332950
  8       4    12.0      4.8790917      15.490000      7.9641043      6.3823413      3.8712302      1.0078615
  8       5    13.0      5.8118154      15.490000      8.1622469      6.7405994      5.5370491     0.27476632      17.004500      25.526876      8.5223759
  8       6    14.0      7.0523000      15.490000      8.3410444      7.0531536      6.5919291     0.46037085      23.178600      20.305370      2.8732297
  8       7    15.0      7.4636933      15.490000      8.5035773      7.3288743      7.2284299     0.23526345      13.223200      16.139440      2.9162403
  8       8    16.0      7.9762062      15.490000      8.6522700      7.5744247      7.5744247     0.40178160      15.663900      12.764346      2.8995538
  8       9    17.0      7.7507294      15.490000      8.7890614      7.7949131      7.7167124    0.034017008      4.1431000      9.9933164      5.8502164
  8      10    18.0      7.7671000      15.490000      8.9155245      7.9943263      7.7153140    0.051786000      8.0454000      7.6915411     0.35385886
  8      11    19.0      7.5664579      15.490000      9.0329511      8.1758245      7.6123896    0.045931728      3.9549000      5.7597508      1.8048508
  8      12    20.0      7.5685700      15.490000      9.1424137      8.3419474      7.4379474     0.13062264      7.6087000      4.1235444      3.4851556
  8      13    21.0      7.3893762      15.490000      9.2448121      8.4947612      7.2135821     0.17579409      3.8055000      2.7262769      1.0792231
  8      14    22.0      7.3649364      15.490000      9.3409072      8.6359660      6.9549743     0.40996206      6.8517000      1.5242106      5.3274894
  8      15    23.0      7.1635174      15.490000      9.4313481      8.7669741      6.6735904     0.48992701      2.7323000     0.48314396      2.2491560
  8      16    24.0      7.0396833      15.490000      9.5166926      8.8889695      6.3778584     0.66182490      4.1915000    -0.42397620      4.6154762
  8      17    25.0      6.7270600      15.490000      9.5974229      9.0029532      6.0739932     0.65306683    -0.77590000     -1.2187732     0.44287323
  9       5    14.0      5.2852571      15.490000      8.3410444      6.7110576      4.8661597     0.41909746
  9       6    15.0      6.4810467      15.490000      8.5035773      7.0168439      6.1128439     0.36820281      23.222100      23.566422     0.34432215
  9       7    16.0      6.9637313      15.490000      8.6522700      7.2881220      6.9349970    0.028734257      14.204000      19.267294      5.0632941
  9       8    17.0      7.5423294      15.490000      8.7890614      7.5308424      7.4526418    0.089687657      16.799900      15.734958      1.0649421
  9       9    18.0      7.6316389      15.490000      8.9155245      7.7496331      7.7496331     0.11799419      9.1499000      12.798486      3.6485856
  9      10    19.0      7.7790211      15.490000      9.0329511      7.9481503      7.8855464     0.10652536      10.431900      10.331986    0.099913641
  9      11    20.0      7.7201350      15.490000      9.1424137      8.1293235      7.9033235     0.18318849      6.6013000      8.2410880      1.6397880
  9      12    21.0      7.7382952      15.490000      9.2448121      8.2955290      7.8343045    0.096009264      8.1015000      6.4539248      1.6475752
  9      13    22.0      7.6242955      15.490000      9.3409072      8.4487161      7.7016086    0.077313165      5.2303000      4.9149951     0.31530492
  9      14    23.0      7.6212870      15.490000      9.4313481      8.5904998      7.5224468    0.098840112      7.5551000      3.5808878      3.9742122
  9      15    24.0      7.4629583      15.490000      9.5166926      8.7222306      7.3097306     0.15322773      3.8214000      2.4172571      1.4041429
  9      16    25.0      7.3351320      15.490000      9.5974229      8.8450472      7.0732072     0.26192485      4.2673000      1.3966442      2.8706558
  9      17    26.0      7.0826192      15.490000      9.6739585      8.9599167      6.8202717     0.26234752     0.76980000     0.49688574     0.27291426
  9      18    27.0      6.8983259      15.490000      9.7466667      9.0676667      6.5565556     0.34177037      2.1067000    -0.30006452      2.4067645
 10       6    16.0      6.0825750      15.490000      8.6522700      6.9681367      5.5556367     0.52693833
 10       7    17.0      6.6405000      15.490000      8.7890614      7.2357047      6.5318984     0.10860157
 10       8    18.0      7.3412556      15.490000      8.9155245      7.4761524      7.1971400     0.14411554
 10       9    19.0      7.5673421      15.490000      9.0329511      7.6936908      7.6310870    0.063744859
 10      10    20.0      8.0322400      15.490000      9.1424137      7.8916850      7.8916850     0.14055497
 10      11    21.0      7.9717143      15.490000      9.2448121      8.0728577      8.0216105    0.049896204
 10      12    22.0      8.0804636      15.490000      9.3409072      8.2394367      8.0526598    0.027803832
 10      13    23.0      7.9552565      15.490000      9.4313481      8.3932637      8.0087647    0.053508164
 10      14    24.0      7.9933250      15.490000      9.5166926      8.5358753      7.9080975    0.085227459
 10      15    25.0      7.8407720      15.490000      9.5974229      8.6685640      7.7645640    0.076208046
 10      16    26.0      7.7519731      15.490000      9.6739585      8.7924254      7.5888751     0.16309799
 10      17    27.0      7.5209741      15.490000      9.7466667      8.9083951      7.3893278     0.13164623
 10      18    28.0      7.3886357      15.490000      9.8158702      9.0172768      7.1723788     0.21625691
 10      19    29.0      7.1670655      15.490000      9.8818544      9.1197653      6.9430709     0.22399465
 10      20    30.0      7.0425500      15.490000      9.9448726      9.2164645      6.7053534     0.33719658
 10      21    31.0      6.8247419      15.490000      10.005151      9.3079021      6.4623246     0.36241731
 11       7    18.0      6.2020833      15.490000      8.9155245      7.1738842      6.0578348     0.14424851
 11       8    19.0      6.9379684      15.490000      9.0329511      7.4124462      6.8490113    0.088957131
 11       9    20.0      7.2985150      15.490000      9.1424137      7.6290320      7.4030320     0.10451701
 11      10    21.0      7.7655476      15.490000      9.2448121      7.8267472      7.7755001   0.0099524467
 11      11    22.0      7.9156682      15.490000      9.3409072      8.0081279      8.0081279    0.092459679
 11      12    23.0      8.1114913      15.490000      9.4313481      8.1752660      8.1325439    0.021052598
 11      13    24.0      8.0634917      15.490000      9.5166926      8.3299037      8.1729592     0.10946757
 11      14    25.0      8.1013960      15.490000      9.5974229      8.4735036      8.1480636    0.046667577
 11      15    26.0      8.0042000      15.490000      9.6739585      8.6073034      8.0723922    0.068192184
 11      16    27.0      7.9569407      15.490000      9.7466667      8.7323580      7.9573237  0.00038299040
 11      17    28.0      7.7992643      15.490000      9.8158702      8.8495721      7.8118170    0.012552755
 11      18    29.0      7.6825069      15.490000      9.8818544      8.9597266      7.6429608    0.039546091
 11      19    30.0      7.5053200      15.490000      9.9448726      9.0634988      7.4563877    0.048932281
 11      20    31.0      7.3892065      15.490000      10.005151      9.1614800      7.2565892     0.13261720
 11      21    32.0      7.2145844      15.490000      10.062890      9.2541881      7.0471568     0.16742753
 12       7    19.0      5.9020263      15.490000      9.0329511      7.1044163      5.5393194     0.36270693
 12       8    20.0      6.7239700      15.490000      9.1424137      7.3413644      6.4373644     0.28660559
 12       9    21.0      7.1046048      15.490000      9.2448121      7.5571977      7.0959732   0.0086315329
 12      10    22.0      7.6627636      15.490000      9.3409072      7.7547896      7.5680128    0.094750848
 12      11    23.0      7.9011043      15.490000      9.4313481      7.9365066      7.8937845   0.0073198552
 12      12    24.0      8.2607083      15.490000      9.5166926      8.1043157      8.1043157     0.15639263
 12      13    25.0      8.2235040      15.490000      9.5974229      8.2598660      8.2237060  0.00020202245
 12      14    26.0      8.3338692      15.490000      9.6739585      8.4045508      8.2708230    0.063046237
 12      15    27.0      8.2638519      15.490000      9.7466667      8.5395556      8.2605432   0.0033086420
 12      16    28.0      8.2724071      15.490000      9.8158702      8.6658957      8.2046712    0.067735979
 12      17    29.0      8.1132034      15.490000      9.8818544      8.7844461      8.1126268  0.00057665480
 12      18    30.0      8.0547800      15.490000      9.9448726      8.8959650      7.9919650    0.062815033
 12      19    31.0      7.8713871      15.490000      10.005151      9.0011129      7.8487715    0.022615548
 12      20    32.0      7.8064250      15.490000      10.062890      9.1004679      7.6879679     0.11845711
 12      21    33.0      7.6369152      15.490000      10.118273      9.1945384      7.5135467     0.12336845
 12      22    34.0      7.5434176      15.490000      10.171462      9.2837735      7.3287562     0.21466148
 12      23    35.0      7.3562314      15.490000      10.222604      9.3685711      7.1362445     0.21998691
 12      24    36.0      7.2444194      15.490000      10.271835      9.4492854      6.9381743     0.30624511
 13      10    23.0      7.3357261      15.490000      9.4313481      7.6769855      7.2924865    0.043239629
 13      11    24.0      7.6495833      15.490000      9.5166926      7.8591114      7.7021669    0.052583602
 13      12    25.0      8.0211440      15.490000      9.5974229      8.0276513      7.9914913    0.029652711
 13      13    26.0      8.1497654      15.490000      9.6739585      8.1841675      8.1841675    0.034402135
 13      14    27.0      8.3315481      15.490000      9.7466667      8.3299877      8.2989863    0.032561866
 13      15    28.0      8.3098857      15.490000      9.8158702      8.4662473      8.3509412    0.041055460
 13      16    29.0      8.3487241      15.490000      9.8818544      8.5939238      8.3520688   0.0033446969
 13      17    30.0      8.2613833      15.490000      9.9448726      8.7138629      8.3120852    0.050701830
 13      18    31.0      8.2256548      15.490000      10.005151      8.8268008      8.2388715    0.013216685
 13      19    32.0      8.0991750      15.490000      10.062890      8.9333807      8.1388494    0.039674449
 13      20    33.0      8.0187939      15.490000      10.118273      9.0341679      8.0172717   0.0015222560
 13      21    34.0      7.8618059      15.490000      10.171462      9.1296610      7.8784499    0.016644006
 13      22    35.0      7.7870114      15.490000      10.222604      9.2203014      7.7259340    0.061077417
 13      23    36.0      7.6235139      15.490000      10.271835      9.3064816      7.5626545    0.060859413
 13      24    37.0      7.5313162      15.490000      10.319276      9.3885520      7.3910356     0.14028066
 13      25    38.0      7.3770974      15.490000      10.365037      9.4668259      7.2130863     0.16401107
 14      10    24.0      7.1668375      15.490000      9.5166926      7.5942907      6.9665129     0.20032457
 14      11    25.0      7.4801360      15.490000      9.5974229      7.7768594      7.4514194    0.028716623
 14      12    26.0      7.9247077      15.490000      9.6739585      7.9461536      7.8124258     0.11228193
 14      13    27.0      8.1243370      15.490000      9.7466667      8.1036543      8.0726529    0.051684088
 14      14    28.0      8.4477429      15.490000      9.8158702      8.2506271      8.2506271     0.19711579
 14      15    29.0      8.4486345      15.490000      9.8818544      8.3881597      8.3612869    0.087347554
 14      16    30.0      8.5206533      15.490000      9.9448726      8.5171928      8.4167483     0.10390502
 14      17    31.0      8.4582903      15.490000      10.005151      8.6385437      8.4268892    0.031401148
 14      18    32.0      8.4814687      15.490000      10.062890      8.7529265      8.3998015    0.081667212
 14      19    33.0      8.3610576      15.490000      10.118273      8.8609678      8.3421432    0.018914426
 14      20    34.0      8.3361382      15.490000      10.171462      8.9632195      8.2594132    0.076725014
 14      21    35.0      8.1686771      15.490000      10.222604      9.0601701      8.1561701    0.012507053
 14      22    36.0      8.1120056      15.490000      10.271835      9.1522535      8.0362041    0.075801412
 14      23    37.0      7.9535189      15.490000      10.319276      9.2398565      7.9026760    0.050842878
 14      24    38.0      7.8928289      15.490000      10.365037      9.3233248      7.7582278     0.13460115
 14      25    39.0      7.7309795      15.490000      10.409220      9.4029687      7.6050726     0.12590693
 14      26    40.0      7.6617550      15.490000      10.451917      9.4790675      7.4450675     0.21668750
 14      27    41.0      7.5085732      15.490000      10.493215      9.5518732      7.2797733     0.22879991
 15      12    27.0      7.6631926      15.490000      9.7466667      7.8605556      7.5815432    0.081649383
 15      13    28.0      7.9075250      15.490000      9.8158702      8.0190350      7.9037289   0.0037961461
 15      14    29.0      8.2512276      15.490000      9.8818544      8.1671538      8.1402811     0.11094651
 15      15    30.0      8.3534967      15.490000      9.9448726      8.3059544      8.3059544    0.047542263
 15      16    31.0      8.4811677      15.490000      10.005151      8.4363417      8.4128245    0.068343242
 15      17    32.0      8.4641188      15.490000      10.062890      8.5591054      8.4708242   0.0067054026
 15      18    33.0      8.5138061      15.490000      10.118273      8.6749380      8.4881611    0.025644960
 15      19    34.0      8.4481853      15.490000      10.171462      8.7844489      8.4716462    0.023460876
 15      20    35.0      8.4462486      15.490000      10.222604      8.8881772      8.4269528    0.019295816
 15      21    36.0      8.3078694      15.490000      10.271835      8.9866011      8.3588233    0.050953889
 15      22    37.0      8.2675514      15.490000      10.319276      9.0801465      8.2712348   0.0036834877
 15      23    38.0      8.1478316      15.490000      10.365037      9.1691939      8.1675318    0.019700248
 15      24    39.0      8.0984949      15.490000      10.409220      9.2540846      8.0505343    0.047960577
 15      25    40.0      7.9797975      15.490000      10.451917      9.3351254      7.9226254    0.057172088
 15      26    41.0      7.9065512      15.490000      10.493215      9.4125930      7.7858232     0.12072798
 15      27    42.0      7.7678667      15.490000      10.533191      9.4867376      7.6418397     0.12602701
 15      28    43.0      7.6895721      15.490000      10.571918      9.5577860      7.4921289     0.19744319
 16      12    28.0      7.4787893      15.490000      9.8158702      7.7714710      7.3102465     0.16854276
 16      13    29.0      7.7485448      15.490000      9.8818544      7.9309062      7.6890513    0.059493551
 16      14    30.0      8.1228100      15.490000      9.9448726      8.0801479      7.9797034     0.14310655
 16      15    31.0      8.2818161      15.490000      10.005151      8.2201947      8.1966775    0.085138627
 16      16    32.0      8.4931281      15.490000      10.062890      8.3519173      8.3519173     0.14121083
 16      17    33.0      8.4976303      15.490000      10.118273      8.4760785      8.4553255    0.042304769
 16      18    34.0      8.5834971      15.490000      10.171462      8.5933494      8.5151487    0.068348325
 16      19    35.0      8.5378486      15.490000      10.222604      8.7043228      8.5382820  0.00043343693
 16      20    36.0      8.5753889      15.490000      10.271835      8.8095244      8.5305120    0.044876842
 16      21    37.0      8.4599351      15.490000      10.319276      8.9094220      8.4967120    0.036776816
 16      22    38.0      8.4487816      15.490000      10.365037      9.0044333      8.4409984   0.0077831954
 16      23    39.0      8.3442615      15.490000      10.409220      9.0949326      8.3668590    0.022597457
 16      24    40.0      8.3316375      15.490000      10.451917      9.1812563      8.2772563    0.054381211
 16      25    41.0      8.2315902      15.490000      10.493215      9.2637073      8.1747127    0.056877568
 16      26    42.0      8.1941738      15.490000      10.533191      9.3425596      8.0613805     0.13279336
 16      27    43.0      8.0609163      15.490000      10.571918      9.4180612      7.9390996     0.12181668
 16      28    44.0      7.9936409      15.490000      10.609462      9.4904375      7.8094458     0.18419514
 16      29    45.0      7.8818067      15.490000      10.645885      9.5598937      7.6737702     0.20803647
 17      14    31.0      7.8702290      15.490000      10.005151      7.9901027      7.7784482    0.091780854
 17      15    32.0      8.0724188      15.490000      10.062890      8.1313622      8.0430810    0.029337794
 17      16    33.0      8.3047545      15.490000      10.118273      8.2643894      8.2436365    0.061118094
 17      17    34.0      8.3989676      15.490000      10.171462      8.3899209      8.3899209   0.0090467340
 17      18    35.0      8.5202771      15.490000      10.222604      8.5086068      8.4901578    0.030119293
 17      19    36.0      8.5219306      15.490000      10.271835      8.6210234      8.5512703    0.029339727
 17      20    37.0      8.5702811      15.490000      10.319276      8.7276830      8.5791074   0.0088262967
 17      21    38.0      8.5054816      15.490000      10.365037      8.8290430      8.5786275    0.073145889
 17      22    39.0      8.4944026      15.490000      10.409220      8.9255128      8.5540467    0.059644097
 17      23    40.0      8.4277650      15.490000      10.451917      9.0174601      8.5089601    0.081195125
 17      24    41.0      8.4129585      15.490000      10.493215      9.1052161      8.4464416    0.033483015
 17      25    42.0      8.3478214      15.490000      10.533191      9.1890798      8.3691251    0.021303676
 17      26    43.0      8.3296488      15.490000      10.571918      9.2693219      8.2792732    0.050375623
 17      27    44.0      8.2373477      15.490000      10.609462      9.3461883      8.1788329    0.058514812
 17      28    45.0      8.1837578      15.490000      10.645885      9.4199026      8.0694828     0.11427496
 17      29    46.0      8.0824130      15.490000      10.681245      9.4906687      7.9526725     0.12974058
 18      14    32.0      7.7000094      15.490000      10.062890      7.8974401      7.5443151     0.15569423
 18      15    33.0      7.9289545      15.490000      10.118273      8.0398707      7.8530939    0.075860693
 18      16    34.0      8.1976441      15.490000      10.171462      8.1741634      8.0959627     0.10168141
 18      17    35.0      8.3274629      15.490000      10.222604      8.3010293      8.2825803    0.044882579
 18      18    36.0      8.5199083      15.490000      10.271835      8.4210980      8.4210980    0.098810293
 18      19    37.0      8.5271405      15.490000      10.319276      8.5349295      8.5184211   0.0087194222
 18      20    38.0      8.6142789      15.490000      10.365037      8.6430230      8.5804191    0.033859866
 18      21    39.0      8.5625974      15.490000      10.409220      8.7458251      8.6120973    0.049499859
 18      22    40.0      8.5952600      15.490000      10.451917      8.8437369      8.6177369    0.022476921
 18      23    41.0      8.5343732      15.490000      10.493215      8.9371193      8.6010099    0.066636701
 18      24    42.0      8.5556143      15.490000      10.533191      9.0262981      8.5650736   0.0094593328
 18      25    43.0      8.4882372      15.490000      10.571918      9.1115681      8.5126497    0.024412528
 18      26    44.0      8.4938386      15.490000      10.609462      9.1931967      8.4460892    0.047749387
 18      27    45.0      8.4199533      15.490000      10.645885      9.2714272      8.3674272    0.052526146
 18      28    46.0      8.4114739      15.490000      10.681245      9.3464813      8.2784283     0.13304558
 18      29    47.0      8.3080723      15.490000      10.715594      9.4185614      8.1806257     0.12744666
 19      16    35.0      7.9658400      15.490000      10.222604      8.0815901      7.9155493    0.050290705
 19      17    36.0      8.1422278      15.490000      10.271835      8.2097484      8.1399953   0.0022324564
 19      18    37.0      8.3398459      15.490000      10.319276      8.3311616      8.3146532    0.025192773
 19      19    38.0      8.4380553      15.490000      10.365037      8.4463732      8.4463732   0.0083179595
 19      20    39.0      8.5570256      15.490000      10.409220      8.5558695      8.5410109    0.016014747
 19      21    40.0      8.5380900      15.490000      10.451917      8.6600867      8.6035867    0.065496677
 19      22    41.0      8.5760732      15.490000      10.493215      8.7594170      8.6384176    0.062344466
 19      23    42.0      8.5512548      15.490000      10.533191      8.8542147      8.6492260    0.097971232
 19      24    43.0      8.5762186      15.490000      10.571918      8.9447998      8.6392292    0.063010567
 19      25    44.0      8.5467000      15.490000      10.609462      9.0314627      8.6112148    0.064514778
 19      26    45.0      8.5546733      15.490000      10.645885      9.1144675      8.5676033    0.012929962
 19      27    46.0      8.5180413      15.490000      10.681245      9.1940546      8.5105007   0.0075406219
 19      28    47.0      8.5148149      15.490000      10.715594      9.2704435      8.4417427    0.073072210
 19      29    48.0      8.4342479      15.490000      10.748983      9.3438350      8.3629323    0.071315655
 19      30    49.0      8.3722837      15.490000      10.781457      9.4144134      8.2754713    0.096812336
 19      31    50.0      8.2887540      15.490000      10.813058      9.4823478      8.1805878     0.10816622
 20      16    36.0      7.8158778      15.490000      10.271835      7.9869745      7.7079621     0.10791565
 20      17    37.0      8.0034459      15.490000      10.319276      8.1163791      7.9678035    0.035642404      14.755900      17.322095      2.5661945
 20      18    38.0      8.2400421      15.490000      10.365037      8.2390938      8.1764899    0.063552213      16.994100      15.897885      1.0962151
 20      19    39.0      8.3696692      15.490000      10.409220      8.3556461      8.3407875    0.028881770      13.295500      14.584095      1.2885950
 20      20    40.0      8.5513050      15.490000      10.451917      8.4665094      8.4665094    0.084795607      15.635100      13.369665      2.2654352
 20      21    41.0      8.5467073      15.490000      10.493215      8.5721092      8.5586648    0.011957528      8.3628000      12.244883      3.8820829
 20      22    42.0      8.6165643      15.490000      10.533191      8.6728294      8.6215822   0.0050179435      11.480700      11.201195     0.27950501
 20      23    43.0      8.6006651      15.490000      10.571918      8.7690169      8.6590115    0.058346400      7.9329000      10.231042      2.2981416
 20      24    44.0      8.6581795      15.490000      10.609462      8.8609864      8.6742095    0.016029954      11.131300      9.3277228      1.8035772
 20      25    45.0      8.6305489      15.490000      10.645885      8.9490235      8.6700111    0.039462255      7.4148000      8.4852835      1.0704835
 20      26    46.0      8.6689935      15.490000      10.681245      9.0333886      8.6488895    0.020103960      10.399000      7.6984164      2.7005836
 20      27    47.0      8.6393617      15.490000      10.715594      9.1143191      8.6130063    0.026355384      7.2763000      6.9623791     0.31392090
 20      28    48.0      8.6666625      15.490000      10.748983      9.1920324      8.5642546     0.10240790      9.9498000      6.2729236      3.6768764
 20      29    49.0      8.5948204      15.490000      10.781457      9.2667274      8.5042950    0.090525378      5.1464000      5.6262359     0.47983587
 20      30    50.0      8.5501400      15.490000      10.813058      9.3385868      8.4345868     0.11555320      6.3608000      5.0188834      1.3419166
 20      31    51.0      8.4679157      15.490000      10.843829      9.4077788      8.3564139     0.11150176      4.3567000      4.4477706    0.091070616
 20      32    52.0      8.3955904      15.490000      10.873805      9.4744582      8.2709079     0.12468249      4.7070000      3.9101000     0.79690002
 21      18    39.0      8.0134564      15.490000      10.409220      8.1451548      8.0114270   0.0020294172
 21      19    40.0      8.1736675      15.490000      10.451917      8.2630051      8.2065051    0.032837568
 21      20    41.0      8.3692000      15.490000      10.493215      8.3751959      8.3617515   0.0074485028
 21      21    42.0      8.4449333      15.490000      10.533191      8.4821423      8.4821423    0.037208992
 21      22    43.0      8.5308256      15.490000      10.571918      8.5842196      8.5719968    0.041171191
 21      23    44.0      8.5573864      15.490000      10.609462      8.6817676      8.6350734    0.077687050
 21      24    45.0      8.6188978      15.490000      10.645885      8.7750952      8.6746507    0.055752956
 21      25    46.0      8.6219783      15.490000      10.681245      8.8644833      8.6935948    0.071616578
 21      26    47.0      8.6650936      15.490000      10.715594      8.9501884      8.6944166    0.029322970
 21      27    48.0      8.6561812      15.490000      10.748983      9.0324450      8.6793200    0.023138706
 21      28    49.0      8.6862347      15.490000      10.781457      9.1114676      8.6502431    0.035991575
 21      29    50.0      8.6336580      15.490000      10.813058      9.1874535      8.6088935    0.024764547
 21      30    51.0      8.5967745      15.490000      10.843829      9.2605837      8.5567774    0.039997062
 21      31    52.0      8.5314577      15.490000      10.873805      9.3310252      8.4952263    0.036231350
 21      34    55.0      8.3104309      15.490000      10.959310      9.5276995      8.2650879    0.045343005
 22      18    40.0      7.8622875      15.490000      10.451917      8.0495737      7.8235737    0.038713796
 22      19    41.0      8.0195756      15.490000      10.493215      8.1686770      8.0476776    0.028101984
 22      20    42.0      8.2592476      15.490000      10.533191      8.2821534      8.2309063    0.028341336
 22      21    43.0      8.3529349      15.490000      10.571918      8.3904078      8.3781849    0.025250056
 22      22    44.0      8.5335205      15.490000      10.609462      8.4938065      8.4938065    0.039713933
