         0        -1        -1        -1        -1        -1        -1        -1        -1         0         0         0         0         0         0        -1        -1        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0        -1        -1        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
        -1         2        -1        -1        -1        -1         0         0         0        -1        -1        -1         0         0         0        -1         0         0         0        -1        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0        -1         0         0         0        -1        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
        -1        -1         2        -1        -1         0        -1         0         0        -1         0         0        -1        -1         0         0        -1         0         0        -1         0         0        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0        -1         0         0        -1         0         0        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
        -1        -1        -1         4        -1         0         0        -1         0         0        -1         0        -1         0        -1         0         0        -1         0         0        -1         0        -1         0        -1         0         0         0         0         0         0         0         0         0         0         0         0        -1         0         0        -1         0        -1         0        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
        -1        -1        -1        -1         4         0         0         0        -1         0         0        -1         0        -1        -1         0         0         0        -1         0         0        -1         0        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0        -1         0         0        -1         0        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
        -1        -1         0         0         0         2        -1        -1        -1        -1        -1        -1         0         0         0        -1         0         0         0         0         0         0         0         0         0        -1        -1        -1         0         0         0         0         0         0         0        -1         0         0         0         0         0         0         0         0         0        -1        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
        -1         0        -1         0         0        -1         2        -1        -1        -1         0         0        -1        -1         0         0        -1         0         0         0         0         0         0         0         0        -1         0         0        -1        -1         0         0         0         0         0         0        -1         0         0         0         0         0         0         0         0        -1         0         0        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
        -1         0         0        -1         0        -1        -1         4        -1         0        -1         0        -1         0        -1         0         0        -1         0         0         0         0         0         0         0         0        -1         0        -1         0        -1         0         0         0         0         0         0        -1         0         0         0         0         0         0         0         0        -1         0        -1         0        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
        -1         0         0         0        -1        -1        -1        -1         4         0         0        -1         0        -1        -1         0         0         0        -1         0         0         0         0         0         0         0         0        -1         0        -1        -1         0         0         0         0         0         0         0        -1         0         0         0         0         0         0         0         0        -1         0        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
         0        -1        -1         0         0        -1        -1         0         0         4        -1        -1        -1        -1         0         0         0         0         0        -1         0         0         0         0         0        -1         0         0         0         0         0        -1        -1         0         0         0         0         0         0        -1         0         0         0         0         0        -1         0         0         0         0         0        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
         0        -1         0        -1         0        -1         0        -1         0        -1         6        -1        -1         0        -1         0         0         0         0         0        -1         0         0         0         0         0        -1         0         0         0         0        -1         0        -1         0         0         0         0         0         0        -1         0         0         0         0         0        -1         0         0         0         0        -1         0        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
         0        -1         0         0        -1        -1         0         0        -1        -1        -1         6         0        -1        -1         0         0         0         0         0         0        -1         0         0         0         0         0        -1         0         0         0         0        -1        -1         0         0         0         0         0         0         0        -1         0         0         0         0         0        -1         0         0         0         0        -1        -1         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
